     1   -49.35833   -62.56612    -0.00098   -0.009280     -3.3569
     2   -49.34516   -61.15182    -0.00096   -0.008537     -3.3569
     3   -49.35179   -61.85896    -0.00096   -0.008934     -3.3569
     4   -47.62598   -62.55872     0.00020   -0.009976     -3.3568
     5   -49.33178   -59.73761    -0.00099   -0.007634     -3.3569
     6   -49.33849   -60.44471    -0.00097   -0.008106     -3.3569
     7   -47.61282   -61.14441     0.00024   -0.009474     -3.3568
     8   -47.61944   -61.85155     0.00022   -0.009747     -3.3568
     9   -45.89421   -62.54695     0.00202   -0.008921     -3.3565
    10   -49.31836   -58.32345    -0.00105   -0.006632     -3.3569
    11   -49.32506   -59.03052    -0.00102   -0.007149     -3.3569
    12   -47.59945   -59.73019     0.00023   -0.008828     -3.3568
    13   -47.60615   -60.43729     0.00024   -0.009168     -3.3568
    14   -45.88107   -61.13262     0.00212   -0.008507     -3.3565
    15   -45.88768   -61.83977     0.00208   -0.008730     -3.3565
    16   -44.16368   -62.52700     0.00523    0.000359     -3.3559
    17   -49.30508   -56.90935    -0.00114   -0.005646     -3.3569
    18   -49.31169   -57.61640    -0.00110   -0.006144     -3.3569
    19   -47.58606   -58.31605     0.00019   -0.008083     -3.3568
    20   -47.59275   -59.02311     0.00021   -0.008467     -3.3568
    21   -45.86774   -59.71840     0.00216   -0.007957     -3.3565
    22   -45.87442   -60.42550     0.00215   -0.008240     -3.3565
    23   -44.15060   -61.11261     0.00545    0.001152     -3.3559
    24   -44.15717   -61.81979     0.00535    0.000748     -3.3559
    25   -42.43463   -62.48834     0.01224    0.028567     -3.3542
    26   -49.29212   -55.49530    -0.00125   -0.004670     -3.3569
    27   -49.29855   -56.20232    -0.00120   -0.005151     -3.3569
    28   -47.57282   -56.90196     0.00012   -0.007382     -3.3568
    29   -47.57941   -57.60900     0.00015   -0.007736     -3.3568
    30   -45.85438   -58.30427     0.00217   -0.007363     -3.3565
    31   -45.86105   -59.01132     0.00217   -0.007651     -3.3565
    32   -44.13731   -59.69836     0.00560    0.001926     -3.3559
    33   -44.14397   -60.40546     0.00553    0.001544     -3.3559
    34   -42.42161   -61.07370     0.01274    0.031288     -3.3541
    35   -42.42816   -61.78098     0.01250    0.029944     -3.3541
    36   -40.70240   -62.41850     0.02295    0.115640     -3.3526
    37   -49.27967   -54.08128    -0.00137   -0.003829     -3.3569
    38   -49.28582   -54.78829    -0.00131   -0.004245     -3.3569
    39   -47.55990   -55.48794     0.00003   -0.006667     -3.3568
    40   -47.56631   -56.19494     0.00007   -0.007028     -3.3568
    41   -45.84117   -56.89022     0.00214   -0.006811     -3.3565
    42   -45.84774   -57.59723     0.00216   -0.007081     -3.3565
    43   -44.12400   -58.28425     0.00570    0.002672     -3.3559
    44   -44.13065   -58.99129     0.00566    0.002308     -3.3559
    45   -42.40839   -59.65933     0.01313    0.033806     -3.3541
    46   -42.41502   -60.36648     0.01295    0.032575     -3.3541
    47   -40.68923   -61.00369     0.02371    0.120859     -3.3526
    48   -40.69585   -61.71104     0.02334    0.118311     -3.3526
    49   -38.96764   -62.34371     0.01339    0.032042     -3.3536
    50   -49.26794   -52.66728    -0.00147   -0.003129     -3.3569
    51   -49.27371   -53.37428    -0.00142   -0.003433     -3.3569
    52   -47.54751   -54.07396    -0.00006   -0.005954     -3.3568
    53   -47.55363   -54.78094    -0.00002   -0.006308     -3.3568
    54   -45.82830   -55.47625     0.00210   -0.006272     -3.3565
    55   -45.83468   -56.18323     0.00212   -0.006544     -3.3565
    56   -44.11085   -56.87027     0.00576    0.003318     -3.3559
    57   -44.11740   -57.57724     0.00574    0.003008     -3.3559
    58   -42.39515   -58.24524     0.01344    0.036050     -3.3541
    59   -42.40176   -58.95226     0.01330    0.034973     -3.3541
    60   -40.67589   -59.58933     0.02438    0.125543     -3.3526
    61   -40.68257   -60.29646     0.02406    0.123276     -3.3526
    62   -38.95426   -60.92914     0.01397    0.034952     -3.3536
    63   -38.96098   -61.63637     0.01368    0.033401     -3.3536
    64   -37.23850   -62.29242     0.00187   -0.043030     -3.3550
    65   -49.25715   -51.25329    -0.00155   -0.002653     -3.3569
    66   -49.26241   -51.96029    -0.00152   -0.002869     -3.3569
    67   -47.53584   -52.66002    -0.00013   -0.005509     -3.3568
    68   -47.54157   -53.36699    -0.00010   -0.005700     -3.3568
    69   -45.81595   -54.06236     0.00206   -0.005803     -3.3565
    70   -45.82205   -54.76930     0.00208   -0.006043     -3.3565
    71   -44.09803   -55.45641     0.00580    0.003868     -3.3559
    72   -44.10439   -56.16332     0.00578    0.003602     -3.3559
    73   -42.38206   -56.83141     0.01367    0.037887     -3.3542
    74   -42.38858   -57.53829     0.01356    0.037018     -3.3542
    75   -40.66258   -58.17540     0.02495    0.129671     -3.3526
    76   -40.66922   -58.88232     0.02467    0.127673     -3.3526
    77   -38.94072   -59.51500     0.01458    0.038662     -3.3536
    78   -38.94750   -60.22202     0.01427    0.036706     -3.3536
    79   -37.22499   -60.87816     0.00230   -0.041189     -3.3550
    80   -37.23177   -61.58525     0.00209   -0.042132     -3.3550
    81   -35.50643   -62.26297    -0.00021   -0.031611     -3.3560
    82   -49.24753   -49.83928    -0.00158   -0.002585     -3.3570
    83   -49.25217   -50.54629    -0.00158   -0.002589     -3.3569
    84   -47.52511   -51.24611    -0.00018   -0.005247     -3.3568
    85   -47.53034   -51.95306    -0.00016   -0.005363     -3.3568
    86   -45.80434   -52.64854     0.00204   -0.005537     -3.3566
    87   -45.81004   -53.35544     0.00205   -0.005644     -3.3565
    88   -44.08574   -54.04268     0.00583    0.004264     -3.3559
    89   -44.09181   -54.74953     0.00582    0.004113     -3.3559
    90   -42.36930   -55.41783     0.01384    0.039280     -3.3543
    91   -42.37563   -56.12459     0.01376    0.038645     -3.3542
    92   -40.64946   -56.76187     0.02545    0.133222     -3.3527
    93   -40.65598   -57.46859     0.02521    0.131541     -3.3527
    94   -38.92719   -58.10127     0.01522    0.043206     -3.3536
    95   -38.93394   -58.80809     0.01490    0.040827     -3.3536
    96   -37.21133   -59.46420     0.00271   -0.039237     -3.3550
    97   -37.21816   -60.17114     0.00251   -0.040225     -3.3550
    98   -35.49285   -60.84895     0.00007   -0.030605     -3.3560
    99   -35.49967   -61.55593    -0.00007   -0.031110     -3.3560
   100   -33.77258   -62.24534    -0.00078   -0.017773     -3.3565
   101   -49.23935   -48.42524    -0.00154   -0.002950     -3.3570
   102   -49.24324   -49.13227    -0.00158   -0.002697     -3.3570
   103   -47.51557   -49.83222    -0.00017   -0.005193     -3.3569
   104   -47.52017   -50.53916    -0.00018   -0.005159     -3.3568
   105   -45.79367   -51.23478     0.00207   -0.005448     -3.3566
   106   -45.79887   -51.94165     0.00205   -0.005473     -3.3566
   107   -44.07417   -52.62907     0.00589    0.004423     -3.3560
   108   -44.07985   -53.33586     0.00586    0.004377     -3.3560
   109   -42.35707   -54.00451     0.01399    0.040230     -3.3544
   110   -42.36311   -54.71114     0.01391    0.039802     -3.3543
   111   -40.63672   -55.34875     0.02590    0.136098     -3.3528
   112   -40.64303   -56.05526     0.02568    0.134734     -3.3527
   113   -38.91385   -56.68795     0.01593    0.048379     -3.3536
   114   -38.92049   -57.39456     0.01557    0.045730     -3.3536
   115   -37.19769   -58.05053     0.00312   -0.037100     -3.3549
   116   -37.20450   -58.75733     0.00291   -0.038184     -3.3549
   117   -35.47916   -59.43513     0.00031   -0.029537     -3.3560
   118   -35.48601   -60.14201     0.00019   -0.030084     -3.3560
   119   -33.75898   -60.83150    -0.00063   -0.017312     -3.3565
   120   -33.76580   -61.53840    -0.00070   -0.017559     -3.3565
   121   -32.03855   -62.23418    -0.00124   -0.009216     -3.3567
   122   -49.23293   -47.01111    -0.00139   -0.004026     -3.3570
   123   -49.23590   -47.71819    -0.00148   -0.003433     -3.3570
   124   -47.50748   -48.41832    -0.00008   -0.005554     -3.3569
   125   -47.51133   -49.12527    -0.00013   -0.005346     -3.3569
   126   -45.78420   -49.82108     0.00215   -0.005546     -3.3566
   127   -45.78877   -50.52792     0.00210   -0.005467     -3.3566
   128   -44.06356   -51.21559     0.00601    0.004463     -3.3561
   129   -44.06873   -51.92232     0.00594    0.004437     -3.3560
   130   -42.34557   -52.59146     0.01415    0.040826     -3.3545
   131   -42.35121   -53.29795     0.01406    0.040602     -3.3544
   132   -40.62454   -53.93605     0.02635    0.138369     -3.3529
   133   -40.63054   -54.64235     0.02612    0.137308     -3.3528
   134   -38.90088   -55.27504     0.01672    0.054075     -3.3536
   135   -38.90731   -55.98145     0.01631    0.051155     -3.3536
   136   -37.18424   -56.63715     0.00354   -0.034878     -3.3550
   137   -37.19093   -57.34381     0.00333   -0.036007     -3.3549
   138   -35.46550   -58.02150     0.00054   -0.028414     -3.3560
   139   -35.47231   -58.72829     0.00043   -0.028988     -3.3560
   140   -33.74527   -59.41779    -0.00051   -0.016743     -3.3565
   141   -33.75213   -60.12463    -0.00057   -0.017036     -3.3565
   142   -32.02494   -60.82048    -0.00121   -0.009141     -3.3567
   143   -32.03177   -61.52732    -0.00122   -0.009203     -3.3567
   144   -30.30471   -62.22690    -0.00157   -0.004466     -3.3568
   145   -49.22859   -45.59687    -0.00110   -0.006024     -3.3570
   146   -49.23048   -46.30401    -0.00127   -0.004861     -3.3570
   147   -47.50116   -47.00440     0.00013   -0.006457     -3.3569
   148   -47.50408   -47.71136     0.00001   -0.005918     -3.3569
   149   -45.77618   -48.40743     0.00233   -0.005960     -3.3567
   150   -45.77999   -49.11425     0.00223   -0.005716     -3.3567
   151   -44.05416   -49.80225     0.00620    0.004323     -3.3561
   152   -44.05869   -50.50890     0.00609    0.004399     -3.3561
   153   -42.33504   -51.17868     0.01438    0.041371     -3.3547
   154   -42.34017   -51.88503     0.01425    0.041078     -3.3546
