    8954       0     1  12.195  34.165 0.00
    19.982    29.940    68.308   1  1
    19.982     4.250    68.308   1  1
     4.250     4.250    68.308   1  1
     4.250    29.940    68.308   1  1
    19.982    29.940     4.250   1  1
    19.982     4.250     4.250   1  1
     4.250     4.250     4.250   1  1
     4.250    29.940     4.250   1  1
     5.149     4.478    34.052   6  6
     5.339     5.879    34.052   4  4
     5.244     5.178    34.052   4  4
     5.768     4.750    33.848   6  6
     6.388     5.023    33.644   4  4
     5.053     8.059    33.644   6  6
     6.960     4.945    34.052   4  4
     7.580     5.217    33.848   4  4
     7.485     4.517    33.848   6  6
     4.720     9.888    33.848   6  6
     5.149     8.759    33.644   6  6
     5.721     8.682    34.052   6  6
     5.625     7.981    34.052   4  4
     7.151     6.346    34.052   4  4
     8.676     4.711    34.052   6  6
     9.296     4.984    33.848   4  4
     4.386    11.718    34.052   4  4
     4.910    11.290    33.848   4  4
     4.815    10.589    33.848   6  6
     6.436     9.655    33.848   4  4
     8.867     6.113    34.052   6  6
    10.488     5.178    34.052   4  4
    10.393     4.478    34.052   6  6
    11.012     4.750    33.848   6  6
     5.101    12.691    33.848   4  4
     7.056     9.927    33.644   4  4
     7.628     9.849    34.052   6  6
     7.532     9.149    34.052   4  4
     8.581     8.292    33.644   6  6
    10.583     5.879    34.052   4  4
    11.632     5.023    33.644   4  4
    12.204     4.945    34.052   4  4
    12.729     4.517    33.848   6  6
     6.293    12.885    34.052   6  6
     6.197    12.185    34.052   6  6
     6.722    11.757    33.848   4  4
     7.246    11.329    33.644   4  4
     7.818    11.251    34.052   4  4
     7.723    10.550    34.052   6  6
     8.343    10.822    33.848   6  6
     8.867    10.394    33.644   6  6
     9.344     9.616    34.052   4  4
    10.393     8.759    33.644   6  6
    10.297     8.059    33.644   6  6
    10.869     7.981    34.052   4  4
    12.395     6.346    34.052   4  4
    12.824     5.217    33.848   4  4
    13.920     4.711    34.052   6  6
     5.482    15.493    33.848   4  4
     8.009    12.652    34.052   4  4
     8.962    11.095    33.644   6  6
    10.059    10.589    33.848   6  6
     9.964     9.888    33.848   6  6
    10.965     8.682    34.052   6  6
    14.111     6.113    34.052   6  6
    14.540     4.984    33.848   4  4
    15.637     4.478    34.052   6  6
     5.149    17.323    34.052   6  6
     5.053    16.622    34.052   6  6
     5.673    16.895    33.848   6  6
     6.197    16.467    33.644   4  4
     7.199    15.260    33.848   4  4
     8.200    14.053    34.052   6  6
     9.630    11.718    34.052   4  4
    10.154    11.290    33.848   4  4
    11.680     9.655    33.848   4  4
    12.300     9.927    33.644   4  4
    12.776     9.149    34.052   4  4
    13.825     8.292    33.644   6  6
    15.827     5.879    34.052   4  4
    15.732     5.178    34.052   4  4
    16.256     4.750    33.848   6  6
    16.876     5.023    33.644   4  4
     5.339    18.724    34.052   4  4
     5.244    18.024    34.052   4  4
     5.768    17.595    33.848   6  6
     6.388    17.868    33.644   4  4
     6.770    16.389    34.052   4  4
     7.389    16.661    33.848   6  6
     7.294    15.961    33.848   4  4
     8.390    15.455    34.052   6  6
     8.295    14.754    34.052   4  4
    10.345    12.691    33.848   4  4
    11.441    12.185    34.052   6  6
    11.966    11.757    33.848   4  4
    12.490    11.329    33.644   4  4
    12.967    10.550    34.052   6  6
    12.872     9.849    34.052   6  6
    15.541     8.059    33.644   6  6
    17.448     4.945    34.052   4  4
    18.068     5.217    33.848   4  4
    17.973     4.517    33.848   6  6
     5.053    20.904    33.644   6  6
     6.960    17.790    34.052   4  4
     7.580    18.063    33.848   4  4
     7.485    17.362    33.848   6  6
     8.009    16.934    33.644   6  6
     8.581    16.856    34.052   6  6
     8.486    16.155    34.052   4  4
     9.106    16.428    33.848   4  4
    11.537    12.885    34.052   6  6
    13.062    11.251    34.052   4  4
    13.587    10.822    33.848   6  6
    14.207    11.095    33.644   6  6
    14.111    10.394    33.644   6  6
    14.588     9.616    34.052   4  4
    15.208     9.888    33.848   6  6
    15.637     8.759    33.644   6  6
    16.209     8.682    34.052   6  6
    16.113     7.981    34.052   4  4
    17.639     6.346    34.052   4  4
    19.165     4.711    34.052   6  6
    19.784     4.984    33.848   4  4
     4.720    22.734    33.848   6  6
     5.149    21.605    33.644   6  6
     5.721    21.527    34.052   6  6
     5.625    20.826    34.052   4  4
     7.151    19.191    34.052   4  4
     8.676    17.556    34.052   6  6
     9.296    17.829    33.848   4  4
    10.297    16.622    34.052   6  6
    10.726    15.493    33.848   4  4
    13.253    12.652    34.052   4  4
    14.874    11.718    34.052   4  4
    15.398    11.290    33.848   4  4
    15.303    10.589    33.848   6  6
    16.924     9.655    33.848   4  4
    19.355     6.113    34.052   6  6
     4.386    24.563    34.052   4  4
     4.910    24.135    33.848   4  4
     4.815    23.434    33.848   6  6
     6.436    22.500    33.848   4  4
     8.867    18.958    34.052   6  6
    10.488    18.024    34.052   4  4
    10.393    17.323    34.052   6  6
    11.012    17.595    33.848   6  6
    10.917    16.895    33.848   6  6
    11.441    16.467    33.644   4  4
    12.014    16.389    34.052   4  4
    12.538    15.961    33.848   4  4
    12.443    15.260    33.848   4  4
    13.539    14.754    34.052   4  4
    13.444    14.053    34.052   6  6
    15.589    12.691    33.848   4  4
    17.544     9.927    33.644   4  4
    18.116     9.849    34.052   6  6
    18.020     9.149    34.052   4  4
    19.069     8.292    33.644   6  6
     5.101    25.536    33.848   4  4
     7.056    22.772    33.644   4  4
     7.628    22.695    34.052   6  6
     7.532    21.994    34.052   4  4
     8.581    21.138    33.644   6  6
    10.583    18.724    34.052   4  4
    11.632    17.868    33.644   4  4
    12.204    17.790    34.052   4  4
    12.729    17.362    33.848   6  6
    12.633    16.661    33.848   6  6
    13.253    16.934    33.644   6  6
    13.730    16.155    34.052   4  4
    13.634    15.455    34.052   6  6
    16.781    12.885    34.052   6  6
    16.686    12.185    34.052   6  6
    17.210    11.757    33.848   4  4
    17.734    11.329    33.644   4  4
    18.306    11.251    34.052   4  4
    18.211    10.550    34.052   6  6
    18.831    10.822    33.848   6  6
    19.355    10.394    33.644   6  6
    19.832     9.616    34.052   4  4
     6.293    25.731    34.052   6  6
     6.197    25.030    34.052   6  6
     6.722    24.602    33.848   4  4
     7.246    24.174    33.644   4  4
     7.818    24.096    34.052   4  4
     7.723    23.395    34.052   6  6
     8.343    23.668    33.848   6  6
     8.867    23.240    33.644   6  6
     9.344    22.461    34.052   4  4
    10.393    21.605    33.644   6  6
    10.297    20.904    33.644   6  6
    10.869    20.826    34.052   4  4
    12.395    19.191    34.052   4  4
    12.824    18.063    33.848   4  4
    13.920    17.556    34.052   6  6
    13.825    16.856    34.052   6  6
    14.350    16.428    33.848   4  4
    15.970    15.493    33.848   4  4
    18.497    12.652    34.052   4  4
    19.451    11.095    33.644   6  6
     5.482    28.339    33.848   4  4
     8.009    25.497    34.052   4  4
     8.962    23.940    33.644   6  6
    10.059    23.434    33.848   6  6
     9.964    22.734    33.848   6  6
    10.965    21.527    34.052   6  6
    14.111    18.958    34.052   6  6
    14.540    17.829    33.848   4  4
    15.637    17.323    34.052   6  6
    15.541    16.622    34.052   6  6
    16.161    16.895    33.848   6  6
    16.686    16.467    33.644   4  4
    17.687    15.260    33.848   4  4
    18.688    14.053    34.052   6  6
     5.053    29.468    34.052   6  6
     5.673    29.740    33.848   6  6
     6.197    29.312    33.644   4  4
     7.199    28.105    33.848   4  4
     8.200    26.898    34.052   6  6
     9.630    24.563    34.052   4  4
    10.154    24.135    33.848   4  4
    11.680    22.500    33.848   4  4
    12.300    22.772    33.644   4  4
    12.776    21.994    34.052   4  4
    13.825    21.138    33.644   6  6
    15.827    18.724    34.052   4  4
    15.732    18.024    34.052   4  4
    16.256    17.595    33.848   6  6
    16.876    17.868    33.644   4  4
    17.258    16.389    34.052   4  4
    17.877    16.661    33.848   6  6
    17.782    15.961    33.848   4  4
    18.878    15.455    34.052   6  6
    18.783    14.754    34.052   4  4
     6.770    29.234    34.052   4  4
     7.389    29.506    33.848   6  6
     7.294    28.806    33.848   4  4
     8.390    28.300    34.052   6  6
     8.295    27.599    34.052   4  4
    10.345    25.536    33.848   4  4
    11.441    25.030    34.052   6  6
    11.966    24.602    33.848   4  4
    12.490    24.174    33.644   4  4
    12.967    23.395    34.052   6  6
    12.872    22.695    34.052   6  6
    15.541    20.904    33.644   6  6
    17.448    17.790    34.052   4  4
    18.068    18.063    33.848   4  4
    17.973    17.362    33.848   6  6
    18.497    16.934    33.644   6  6
    19.069    16.856    34.052   6  6
    18.974    16.155    34.052   4  4
    19.594    16.428    33.848   4  4
     8.009    29.779    33.644   6  6
     8.581    29.701    34.052   6  6
     8.486    29.000    34.052   4  4
     9.106    29.273    33.848   4  4
    11.537    25.731    34.052   6  6
    13.062    24.096    34.052   4  4
    13.587    23.668    33.848   6  6
    14.207    23.940    33.644   6  6
    14.111    23.240    33.644   6  6
    14.588    22.461    34.052   4  4
    15.208    22.734    33.848   6  6
    15.637    21.605    33.644   6  6
    16.209    21.527    34.052   6  6
    16.113    20.826    34.052   4  4
    17.639    19.191    34.052   4  4
    19.165    17.556    34.052   6  6
    19.784    17.829    33.848   4  4
    10.297    29.468    34.052   6  6
    10.726    28.339    33.848   4  4
    13.253    25.497    34.052   4  4
    14.874    24.563    34.052   4  4
    15.398    24.135    33.848   4  4
    15.303    23.434    33.848   6  6
    16.924    22.500    33.848   4  4
    19.355    18.958    34.052   6  6
    10.917    29.740    33.848   6  6
    11.441    29.312    33.644   4  4
    12.014    29.234    34.052   4  4
    12.538    28.806    33.848   4  4
    12.443    28.105    33.848   4  4
    13.539    27.599    34.052   4  4
    13.444    26.898    34.052   6  6
    15.589    25.536    33.848   4  4
    17.544    22.772    33.644   4  4
    18.116    22.695    34.052   6  6
    18.020    21.994    34.052   4  4
    19.069    21.138    33.644   6  6
    12.633    29.506    33.848   6  6
    13.253    29.779    33.644   6  6
    13.730    29.000    34.052   4  4
    13.634    28.300    34.052   6  6
    16.781    25.731    34.052   6  6
    16.686    25.030    34.052   6  6
    17.210    24.602    33.848   4  4
