    4634       0       1    0.00000    0.00000
    19.982    29.940    68.308   1  1
    19.982     4.250    68.308   1  1
     4.250     4.250    68.308   1  1
     4.250    29.940    68.308   1  1
    19.982    29.940     4.250   1  1
    19.982     4.250     4.250   1  1
     4.250     4.250     4.250   1  1
     4.250    29.940     4.250   1  1
     4.672     5.256    33.644   2  2
     4.863     6.658    33.644   2  2
     4.767     5.957    33.644   2  2
     6.388     5.023    33.644   2  2
     5.053     8.059    33.644   2  2
     4.958     7.358    33.644   2  2
     6.579     6.424    33.644   2  2
     6.483     5.723    33.644   2  2
     7.485     4.517    33.848   2  2
     8.104     4.789    33.644   2  2
     5.244     9.460    33.644   2  2
     5.149     8.759    33.644   2  2
     6.770     7.825    33.644   2  2
     6.674     7.125    33.644   2  2
     8.295     6.190    33.644   2  2
     8.200     5.490    33.644   2  2
     9.296     4.984    33.848   2  2
     4.815    10.589    33.848   2  2
     5.435    10.861    33.644   2  2
     5.339    10.161    33.644   2  2
     6.960     9.227    33.644   2  2
     6.865     8.526    33.644   2  2
     8.486     7.592    33.644   2  2
     8.390     6.891    33.644   2  2
    10.011     5.957    33.644   2  2
     9.916     5.256    33.644   2  2
     5.625    12.263    33.644   2  2
     5.530    11.562    33.644   2  2
     7.056     9.927    33.644   2  2
     8.676     8.993    33.644   2  2
     8.581     8.292    33.644   2  2
    10.202     7.358    33.644   2  2
    10.107     6.658    33.644   2  2
    11.728     5.723    33.644   2  2
    11.632     5.023    33.644   2  2
    12.729     4.517    33.848   2  2
     4.291    15.299    33.644   2  2
     5.816    13.664    33.644   2  2
     5.721    12.963    33.644   2  2
     7.342    12.029    33.644   2  2
     7.246    11.329    33.644   2  2
     8.867    10.394    33.644   2  2
     8.772     9.694    33.644   2  2
    10.393     8.759    33.644   2  2
    10.297     8.059    33.644   2  2
    11.918     7.125    33.644   2  2
    11.823     6.424    33.644   2  2
    13.444     5.490    33.644   2  2
    13.348     4.789    33.644   2  2
     4.386    15.999    33.644   2  2
     6.007    15.065    33.644   2  2
     5.911    14.365    33.644   2  2
     7.532    13.430    33.644   2  2
     7.437    12.730    33.644   2  2
     9.058    11.796    33.644   2  2
     8.962    11.095    33.644   2  2
    10.059    10.589    33.848   2  2
    10.583    10.161    33.644   2  2
    10.488     9.460    33.644   2  2
    12.109     8.526    33.644   2  2
    12.014     7.825    33.644   2  2
    13.634     6.891    33.644   2  2
    13.539     6.190    33.644   2  2
    14.540     4.984    33.848   2  2
    15.160     5.256    33.644   2  2
     4.672    18.101    33.644   2  2
     6.197    16.467    33.644   2  2
     6.102    15.766    33.644   2  2
     7.723    14.832    33.644   2  2
     7.628    14.131    33.644   2  2
     9.249    13.197    33.644   2  2
     9.153    12.496    33.644   2  2
    10.774    11.562    33.644   2  2
    10.679    10.861    33.644   2  2
    12.300     9.927    33.644   2  2
    12.204     9.227    33.644   2  2
    13.825     8.292    33.644   2  2
    13.730     7.592    33.644   2  2
    15.351     6.658    33.644   2  2
    15.255     5.957    33.644   2  2
    16.876     5.023    33.644   2  2
     4.863    19.503    33.644   2  2
     4.767    18.802    33.644   2  2
     6.388    17.868    33.644   2  2
     7.389    16.661    33.848   2  2
     7.914    16.233    33.644   2  2
     7.818    15.532    33.644   2  2
     9.439    14.598    33.644   2  2
     9.344    13.898    33.644   2  2
    10.965    12.963    33.644   2  2
    10.869    12.263    33.644   2  2
    12.490    11.329    33.644   2  2
    14.016     9.694    33.644   2  2
    13.920     8.993    33.644   2  2
    15.541     8.059    33.644   2  2
    15.446     7.358    33.644   2  2
    17.067     6.424    33.644   2  2
    16.972     5.723    33.644   2  2
    17.973     4.517    33.848   2  2
    18.592     4.789    33.644   2  2
     5.053    20.904    33.644   2  2
     4.958    20.203    33.644   2  2
     6.579    19.269    33.644   2  2
     6.483    18.569    33.644   2  2
     7.485    17.362    33.848   2  2
     8.104    17.634    33.644   2  2
     8.009    16.934    33.644   2  2
     9.106    16.428    33.848   2  2
     9.630    15.999    33.644   2  2
     9.535    15.299    33.644   2  2
    11.155    14.365    33.644   2  2
    11.060    13.664    33.644   2  2
    12.681    12.730    33.644   2  2
    12.586    12.029    33.644   2  2
    14.207    11.095    33.644   2  2
    14.111    10.394    33.644   2  2
    15.732     9.460    33.644   2  2
    15.637     8.759    33.644   2  2
    17.258     7.825    33.644   2  2
    17.162     7.125    33.644   2  2
    18.783     6.190    33.644   2  2
    18.688     5.490    33.644   2  2
    19.784     4.984    33.848   2  2
     5.244    22.305    33.644   2  2
     5.149    21.605    33.644   2  2
     6.770    20.670    33.644   2  2
     6.674    19.970    33.644   2  2
     8.295    19.036    33.644   2  2
     8.200    18.335    33.644   2  2
     9.296    17.829    33.848   2  2
    11.346    15.766    33.644   2  2
    11.251    15.065    33.644   2  2
    12.872    14.131    33.644   2  2
    12.776    13.430    33.644   2  2
    14.397    12.496    33.644   2  2
    14.302    11.796    33.644   2  2
    15.303    10.589    33.848   2  2
    15.923    10.861    33.644   2  2
    15.827    10.161    33.644   2  2
    17.448     9.227    33.644   2  2
    17.353     8.526    33.644   2  2
    18.974     7.592    33.644   2  2
    18.878     6.891    33.644   2  2
     4.815    23.434    33.848   2  2
     5.435    23.707    33.644   2  2
     5.339    23.006    33.644   2  2
     6.960    22.072    33.644   2  2
     6.865    21.371    33.644   2  2
     8.486    20.437    33.644   2  2
     8.390    19.736    33.644   2  2
    10.011    18.802    33.644   2  2
     9.916    18.101    33.644   2  2
    11.441    16.467    33.644   2  2
    13.062    15.532    33.644   2  2
    12.967    14.832    33.644   2  2
    14.588    13.898    33.644   2  2
    14.493    13.197    33.644   2  2
    16.113    12.263    33.644   2  2
    16.018    11.562    33.644   2  2
    17.544     9.927    33.644   2  2
    19.165     8.993    33.644   2  2
    19.069     8.292    33.644   2  2
     5.625    25.108    33.644   2  2
     5.530    24.407    33.644   2  2
     7.056    22.772    33.644   2  2
     8.676    21.838    33.644   2  2
     8.581    21.138    33.644   2  2
    10.202    20.203    33.644   2  2
    10.107    19.503    33.644   2  2
    11.728    18.569    33.644   2  2
    11.632    17.868    33.644   2  2
    12.729    17.362    33.848   2  2
    12.633    16.661    33.848   2  2
    13.253    16.934    33.644   2  2
    13.158    16.233    33.644   2  2
    14.779    15.299    33.644   2  2
    14.683    14.598    33.644   2  2
    16.304    13.664    33.644   2  2
    16.209    12.963    33.644   2  2
    17.830    12.029    33.644   2  2
    17.734    11.329    33.644   2  2
    19.355    10.394    33.644   2  2
    19.260     9.694    33.644   2  2
     4.291    28.144    33.644   2  2
     5.816    26.509    33.644   2  2
     5.721    25.809    33.644   2  2
     7.342    24.874    33.644   2  2
     7.246    24.174    33.644   2  2
     8.867    23.240    33.644   2  2
     8.772    22.539    33.644   2  2
    10.393    21.605    33.644   2  2
    10.297    20.904    33.644   2  2
    11.918    19.970    33.644   2  2
    11.823    19.269    33.644   2  2
    13.444    18.335    33.644   2  2
    13.348    17.634    33.644   2  2
    14.350    16.428    33.848   2  2
    14.874    15.999    33.644   2  2
    16.495    15.065    33.644   2  2
    16.399    14.365    33.644   2  2
    18.020    13.430    33.644   2  2
    17.925    12.730    33.644   2  2
    19.546    11.796    33.644   2  2
    19.451    11.095    33.644   2  2
     4.386    28.845    33.644   2  2
     6.007    27.911    33.644   2  2
     5.911    27.210    33.644   2  2
     7.532    26.276    33.644   2  2
     7.437    25.575    33.644   2  2
     9.058    24.641    33.644   2  2
     8.962    23.940    33.644   2  2
    10.059    23.434    33.848   2  2
    10.583    23.006    33.644   2  2
    10.488    22.305    33.644   2  2
    12.109    21.371    33.644   2  2
    12.014    20.670    33.644   2  2
    13.634    19.736    33.644   2  2
    13.539    19.036    33.644   2  2
    14.540    17.829    33.848   2  2
    15.160    18.101    33.644   2  2
    16.686    16.467    33.644   2  2
    16.590    15.766    33.644   2  2
    18.211    14.832    33.644   2  2
    18.116    14.131    33.644   2  2
    19.737    13.197    33.644   2  2
    19.641    12.496    33.644   2  2
     6.197    29.312    33.644   2  2
     6.102    28.611    33.644   2  2
     7.723    27.677    33.644   2  2
     7.628    26.976    33.644   2  2
     9.249    26.042    33.644   2  2
     9.153    25.341    33.644   2  2
    10.774    24.407    33.644   2  2
    10.679    23.707    33.644   2  2
    12.300    22.772    33.644   2  2
    12.204    22.072    33.644   2  2
    13.825    21.138    33.644   2  2
    13.730    20.437    33.644   2  2
    15.351    19.503    33.644   2  2
    15.255    18.802    33.644   2  2
    16.876    17.868    33.644   2  2
    17.877    16.661    33.848   2  2
    18.402    16.233    33.644   2  2
    18.306    15.532    33.644   2  2
    19.927    14.598    33.644   2  2
    19.832    13.898    33.644   2  2
     7.389    29.506    33.848   2  2
     7.914    29.078    33.644   2  2
     7.818    28.378    33.644   2  2
     9.439    27.443    33.644   2  2
     9.344    26.743    33.644   2  2
    10.965    25.809    33.644   2  2
    10.869    25.108    33.644   2  2
    12.490    24.174    33.644   2  2
    14.016    22.539    33.644   2  2
    13.920    21.838    33.644   2  2
    15.541    20.904    33.644   2  2
    15.446    20.203    33.644   2  2
    17.067    19.269    33.644   2  2
    16.972    18.569    33.644   2  2
