     1    -7.29457   -29.19051    -0.05792    0.077989     -3.2831
     2    -7.29675   -26.74347    -0.05655    0.072417     -3.2831
     3    -7.29565   -27.96702    -0.05723    0.072900     -3.2831
     4    -6.72394   -27.55917    -0.13486    0.072898     -3.2831
     5    -6.72284   -28.78271    -0.13552    0.073550     -3.2831
     6    -6.10292   -28.98672     0.13683    0.069415     -3.2831
     7    -7.29905   -24.29634    -0.05512    0.071344     -3.2831
     8    -7.29788   -25.51991    -0.05585    0.071905     -3.2831
     9    -6.72619   -25.11206    -0.13346    0.071826     -3.2831
    10    -6.72505   -26.33562    -0.13417    0.072283     -3.2831
    11    -6.10511   -26.53955     0.13819    0.072350     -3.2831
    12    -6.10400   -27.76311     0.13750    0.072326     -3.2831
    13    -5.53229   -27.35525     0.05988    0.072671     -3.2831
    14    -5.53120   -28.57878     0.05921    0.073708     -3.2831
    15    -4.95948   -28.17094    -0.01842    0.073328     -3.2831
    16    -4.95838   -29.39449    -0.01907    0.071700     -3.2831
    17    -4.38668   -28.98671    -0.09672    0.069353     -3.2831
    18    -7.30152   -21.84916    -0.05356    0.069571     -3.2831
    19    -7.30025   -23.07276    -0.05436    0.070373     -3.2831
    20    -6.72859   -22.66490    -0.13194    0.070114     -3.2831
    21    -6.72737   -23.88848    -0.13272    0.070954     -3.2831
    22    -6.10741   -24.09241     0.13963    0.071070     -3.2831
    23    -6.10624   -25.31598     0.13890    0.071827     -3.2831
    24    -5.53455   -24.90813     0.06129    0.071599     -3.2831
    25    -5.53341   -26.13169     0.06057    0.072130     -3.2831
    26    -4.96171   -25.72384    -0.01704    0.071916     -3.2831
    27    -4.96058   -26.94740    -0.01774    0.072639     -3.2831
    28    -4.38888   -26.53955    -0.09536    0.072257     -3.2831
    29    -4.38777   -27.76311    -0.09604    0.072471     -3.2831
    30    -3.76784   -27.96702     0.17632    0.072886     -3.2831
    31    -3.81606   -27.35525    -0.17367    0.072527     -3.2831
    32    -3.76676   -29.19051     0.17563    0.078039     -3.2831
    33    -3.81497   -28.57878    -0.17435    0.073900     -3.2831
    34    -3.19502   -28.78271     0.09802    0.073621     -3.2831
    35    -2.62225   -29.59856     0.01975    0.064002     -3.2831
    36    -7.30423   -19.40191    -0.05181    0.067256     -3.2831
    37    -7.30284   -20.62555    -0.05271    0.068493     -3.2831
    38    -6.73122   -20.21767    -0.13026    0.068029     -3.2831
    39    -6.72987   -21.44130    -0.13113    0.069204     -3.2831
    40    -6.10990   -21.64522     0.14121    0.069313     -3.2831
    41    -6.10863   -22.86882     0.14040    0.070393     -3.2831
    42    -5.53697   -22.46096     0.06281    0.070035     -3.2831
    43    -5.53574   -23.68455     0.06203    0.070928     -3.2831
    44    -4.96407   -23.27669    -0.01556    0.070691     -3.2831
    45    -4.96287   -24.50027    -0.01632    0.071386     -3.2831
    46    -4.39118   -24.09241    -0.09392    0.071118     -3.2831
    47    -4.39001   -25.31598    -0.09465    0.071880     -3.2831
    48    -3.81832   -24.90813    -0.17226    0.071649     -3.2831
    49    -3.81718   -26.13169    -0.17298    0.072260     -3.2831
    50    -3.19724   -26.33562     0.09938    0.072402     -3.2831
    51    -3.19612   -27.55917     0.09869    0.072748     -3.2831
    52    -2.62442   -27.15133     0.02107    0.072460     -3.2831
    53    -2.62332   -28.37490     0.02039    0.071651     -3.2831
    54    -2.05161   -27.96702    -0.05723    0.072900     -3.2831
    55    -2.05053   -29.19051    -0.05792    0.077989     -3.2831
    56    -1.47879   -28.78271    -0.13552    0.073550     -3.2831
    57    -7.30722   -16.95458    -0.04985    0.064322     -3.2831
    58    -7.30569   -18.17826    -0.05086    0.065788     -3.2831
    59    -6.73411   -17.77037    -0.12838    0.065371     -3.2831
    60    -6.73263   -18.99404    -0.12935    0.066766     -3.2831
    61    -6.11263   -19.19797     0.14297    0.066880     -3.2831
    62    -6.11123   -20.42161     0.14206    0.068236     -3.2831
    63    -5.53961   -20.01373     0.06451    0.067679     -3.2831
    64    -5.53826   -21.23736     0.06364    0.069080     -3.2831
    65    -4.96663   -20.82948    -0.01393    0.068656     -3.2831
    66    -4.96532   -22.05310    -0.01477    0.069667     -3.2831
    67    -4.39367   -21.64523    -0.09234    0.069191     -3.2831
    68    -4.39240   -22.86883    -0.09315    0.070421     -3.2831
    69    -3.82074   -22.46096    -0.17074    0.070023     -3.2831
    70    -3.81951   -23.68455    -0.17152    0.070925     -3.2831
    71    -3.19955   -23.88848     0.10083    0.071020     -3.2831
    72    -3.19837   -25.11206     0.10009    0.071641     -3.2831
    73    -2.62669   -24.70420     0.02249    0.071526     -3.2831
    74    -2.62554   -25.92777     0.02177    0.072126     -3.2831
    75    -2.05384   -25.51991    -0.05585    0.071905     -3.2831
    76    -2.05271   -26.74347    -0.05655    0.072417     -3.2831
    77    -1.48101   -26.33562    -0.13417    0.072283     -3.2831
    78    -1.47989   -27.55917    -0.13486    0.072898     -3.2831
    79    -0.85996   -27.76311     0.13750    0.072326     -3.2831
    80    -0.85887   -28.98672     0.13683    0.069415     -3.2831
    81    -0.28716   -28.57878     0.05921    0.073708     -3.2831
    82     0.28567   -29.39449    -0.01907    0.071700     -3.2831
    83    -7.31056   -14.50716    -0.04765    0.061290     -3.2831
    84    -7.30885   -15.73089    -0.04878    0.062981     -3.2831
    85    -6.73733   -15.32298    -0.12626    0.062256     -3.2831
    86    -6.73568   -16.54669    -0.12735    0.063939     -3.2831
    87    -6.11566   -16.75064     0.14495    0.064201     -3.2831
    88    -6.11411   -17.97431     0.14393    0.065656     -3.2831
    89    -5.54254   -17.56643     0.06641    0.065192     -3.2831
    90    -5.54104   -18.79009     0.06543    0.066721     -3.2831
    91    -4.96945   -18.38221    -0.01210    0.066247     -3.2831
    92    -4.96800   -19.60586    -0.01304    0.067228     -3.2831
    93    -4.39640   -19.19797    -0.09058    0.066891     -3.2831
    94    -4.39500   -20.42161    -0.09149    0.068303     -3.2831
    95    -3.82338   -20.01374    -0.16904    0.067873     -3.2831
    96    -3.82203   -21.23736    -0.16991    0.068895     -3.2831
    97    -3.20206   -21.44129     0.10242    0.069038     -3.2831
    98    -3.20078   -22.66489     0.10161    0.070038     -3.2831
    99    -2.62912   -22.25703     0.02402    0.069753     -3.2831
   100    -2.62788   -23.48062     0.02324    0.070706     -3.2831
