    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614    27.664    42.465    34.155
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
    1    0.0000        0.00       19.98        0.00        3.46    0.00000    0.00000   -2940352.153614     0.000     0.000     0.000
