   76741       0     1  27.601  34.177 0.00
    51.063    80.696    68.308   1  1
    51.063     4.250    68.308   1  1
     4.250     4.250    68.308   1  1
     4.250    80.696    68.308   1  1
    51.063    80.696     4.250   1  1
    51.063     4.250     4.250   1  1
     4.250     4.250     4.250   1  1
     4.250    80.696     4.250   1  1
     6.924     4.556    34.083   2  2
     6.931     5.958    34.078   2  2
     6.927     5.257    34.081   2  2
     7.523     5.567    33.858   2  2
     7.519     4.862    33.860   2  2
     8.092     4.467    33.639   3  3
     8.658     4.754    33.426   3  3
     8.572    80.636    34.084   3  3
     8.670     6.185    33.424   3  3
     8.664     5.470    33.425   3  3
     6.943     8.761    34.070   2  2
     8.682     7.611    33.423   3  3
     8.676     6.899    33.423   3  3
     8.693     9.031    33.422   3  3
     8.561     8.403    34.090   3  3
     8.687     8.322    33.423   3  3
     8.561     7.700    34.090   3  3
     9.166     8.094    33.868   3  3
    50.872    14.111    33.840   4  4
     8.704    10.443    33.421   3  3
     8.698     9.738    33.422   3  3
     9.169     9.500    33.866   3  3
     9.167     8.796    33.867   3  3
     4.454    15.550    33.862   4  4
     4.297    14.781    33.792   2  2
     5.401    14.425    34.048   2  2
     5.157    13.789    34.049   4  4
     5.909    14.041    33.818   2  2
     8.716    11.842    33.417   3  3
     8.710    11.145    33.419   3  3
     9.178    10.912    33.863   3  3
     9.172    10.205    33.864   3  3
    15.611     4.860    34.062   2  2
    16.183     4.465    33.842   3  3
    16.749     4.751    33.630   3  3
     4.585    16.256    33.824   4  4
     5.258    16.518    33.784   4  4
     5.048    15.842    33.580   4  4
     5.706    16.202    33.415   4  4
     5.578    15.860    33.956   4  4
     7.104    14.374    34.011   4  4
     7.610    13.979    33.829   4  4
     8.722    12.537    33.419   3  3
     9.186    11.626    33.861   3  3
    16.760     6.185    33.630   3  3
    16.755     5.468    33.630   3  3
     5.946    16.568    34.045   4  4
     6.490    16.950    33.888   3  3
     6.421    16.117    34.058   4  4
     6.347    16.492    33.352   4  4
     6.941    16.476    33.773   4  4
     6.727    15.802    33.568   4  4
     7.415    16.138    33.442   4  4
     7.227    15.793    33.971   4  4
     7.807    15.414    33.800   4  4
     8.836    14.358    34.004   3  3
     8.667    13.617    34.066   4  4
     9.293    13.850    33.880   3  3
     9.210    13.092    33.877   6  6
    16.772     7.616    33.631   3  3
    16.766     6.901    33.630   3  3
     7.043    17.303    33.680   3  3
     7.675    17.345    34.107   3  3
     7.520    16.847    33.563   3  3
     7.489    16.426    34.190   4  4
     8.074    16.793    33.962   4  4
     7.991    16.093    33.887   4  4
     8.609    16.365    33.725   4  4
     9.129    16.005    33.392   2  2
     8.957    15.804    33.976   4  4
     9.540    15.457    33.794   4  4
     9.403    14.726    33.784   3  3
     9.898    14.196    33.689   3  3
    10.390    14.208    34.116   3  3
    16.784     9.042    33.634   3  3
    16.778     8.330    33.632   3  3
    17.248     8.086    34.079   3  3
    17.251     7.388    34.077   3  3
     7.771    18.716    34.077   6  6
     7.741    18.034    34.084   6  6
     8.325    18.230    33.844   6  6
     8.842    17.765    33.680   2  2
     8.718    17.040    33.724   4  4
     9.346    17.369    33.502   4  4
     9.554    16.960    34.053   4  4
     9.238    16.676    33.488   4  4
     9.574    16.199    33.865   4  4
    10.087    16.604    33.990   4  4
    10.068    15.851    34.135   4  4
     9.792    16.311    33.245   2  2
    10.450    16.256    33.629   4  4
    10.210    15.596    33.563   2  2
    10.936    15.919    33.339   4  4
    10.770    15.685    33.936   2  2
    10.576    15.049    33.980   4  4
    11.059    14.544    33.965   3  3
    12.122    14.227    34.080   4  4
    12.746    13.740    33.877   2  2
    17.363    10.047    33.424   3  3
    17.356     9.330    33.425   3  3
    17.245     8.784    34.081   3  3
    22.532     5.257    34.081   2  2
    22.528     4.556    34.083   2  2
    23.124     4.862    33.860   2  2
    23.696     4.467    33.639   3  3
     7.788    20.103    34.073   6  6
     7.781    19.407    34.075   6  6
     8.351    19.658    33.838   6  6
     8.343    18.945    33.839   6  6
    11.237    16.986    34.008   4  4
    11.125    16.304    33.896   4  4
    11.763    16.588    33.954   4  4
    11.584    15.863    34.065   4  4
    12.244    16.164    33.840   4  4
    11.981    15.528    33.638   4  4
    12.581    15.927    33.345   4  4
    12.640    15.579    33.882   4  4
    12.490    15.171    33.360   4  4
    12.347    14.934    33.967   3  3
    13.013    15.035    33.852   3  3
    12.816    14.388    33.871   2  2
    13.612    15.101    32.978   6  6
    13.518    14.628    34.043   3  3
    13.401    14.089    33.622   2  2
    13.941    14.115    34.063   4  4
    17.380    11.475    33.425   3  3
    17.371    10.762    33.424   3  3
    22.535     5.958    34.078   2  2
    23.128     5.567    33.858   2  2
    24.269     5.470    33.425   3  3
    24.262     4.754    33.426   3  3
    24.177    80.636    34.084   3  3
     7.797    21.504    34.068   6  6
     7.793    20.802    34.070   6  6
     8.363    21.081    33.838   6  6
     8.357    20.370    33.838   6  6
    12.766    16.613    33.462   4  4
    12.998    16.195    33.928   4  4
    13.489    16.605    33.799   4  4
    13.309    15.593    34.164   4  4
    13.223    16.227    33.214   4  4
    13.899    16.494    33.203   4  4
    13.606    15.911    33.658   3  3
    13.709    15.799    32.994   4  4
    13.618    15.201    33.651   3  3
    14.270    15.882    33.348   4  4
    14.135    15.562    33.934   4  4
    14.163    14.851    33.962   4  4
    14.734    15.138    33.782   3  3
    15.668    14.021    34.036   4  4
    17.404    12.891    33.430   3  3
    17.390    12.184    33.427   3  3
    17.238    11.577    34.091   3  3
    17.854    11.968    33.869   3  3
    24.281     6.899    33.423   3  3
    24.275     6.185    33.424   3  3
