   18812       0       1    0.00000    0.00000
    51.063    80.696    68.308   1  1
    51.063     4.250    68.308   1  1
     4.250     4.250    68.308   1  1
     4.250    80.696    68.308   1  1
    51.063    80.696     4.250   1  1
    51.063     4.250     4.250   1  1
     4.250     4.250     4.250   1  1
     4.250    80.696     4.250   1  1
     6.924     4.556    34.083   2  2
     6.931     5.958    34.078   2  2
     6.927     5.257    34.081   2  2
     8.572    80.636    34.084   2  2
     6.935     6.658    34.076   2  2
     8.670     6.185    33.424   2  2
     8.664     5.470    33.425   2  2
     8.569     4.891    34.086   2  2
     8.682     7.611    33.423   2  2
     8.676     6.899    33.423   2  2
     9.166     8.094    33.868   2  2
    50.872    14.111    33.840   2  2
     9.169     9.500    33.866   2  2
     9.167     8.796    33.867   2  2
     4.454    15.550    33.862   2  2
     4.930    15.133    33.612   2  2
     4.831    14.422    33.643   2  2
     5.157    13.789    34.049   2  2
     5.909    14.041    33.818   2  2
     6.450    13.667    33.625   2  2
     8.716    11.842    33.417   2  2
     9.178    10.912    33.863   2  2
     9.172    10.205    33.864   2  2
     5.258    16.518    33.784   2  2
     5.706    16.202    33.415   2  2
     5.497    15.153    34.001   2  2
     6.110    15.471    33.780   2  2
     6.009    14.750    33.789   2  2
     6.185    15.804    33.187   2  2
     6.637    15.074    33.598   2  2
     6.537    14.361    33.624   2  2
     7.104    14.374    34.011   2  2
     7.610    13.979    33.829   2  2
     8.163    13.600    33.627   2  2
     8.735    13.234    33.442   2  2
     8.722    12.537    33.419   2  2
    16.760     6.185    33.630   2  2
    16.755     5.468    33.630   2  2
     6.941    16.476    33.773   2  2
     7.197    15.083    33.992   2  2
     7.807    15.414    33.800   2  2
     7.714    14.700    33.791   2  2
     8.331    14.985    33.608   2  2
     8.243    14.284    33.660   2  2
     8.836    14.358    34.004   2  2
     9.293    13.850    33.880   2  2
    16.766     6.901    33.630   2  2
     8.074    16.793    33.962   2  2
     7.991    16.093    33.887   2  2
     8.456    15.665    33.617   2  2
     9.129    16.005    33.392   2  2
     8.873    15.094    33.982   2  2
     9.540    15.457    33.794   2  2
     9.403    14.726    33.784   2  2
    10.033    14.924    33.613   2  2
     9.898    14.196    33.689   2  2
    17.248     8.086    34.079   2  2
    17.251     7.388    34.077   2  2
     7.771    18.716    34.077   2  2
     7.741    18.034    34.084   2  2
     8.325    18.230    33.844   2  2
     9.554    16.960    34.053   2  2
     9.792    16.311    33.245   2  2
    10.936    15.919    33.339   2  2
    10.897    16.279    32.780   2  2
    11.411    15.497    33.218   2  2
    11.623    14.193    33.660   2  2
    17.363    10.047    33.424   2  2
    17.242     9.482    34.084   2  2
    17.245     8.784    34.081   2  2
    22.532     5.257    34.081   2  2
    22.528     4.556    34.083   2  2
     7.788    20.103    34.073   2  2
     7.781    19.407    34.075   2  2
     8.351    19.658    33.838   2  2
     8.343    18.945    33.839   2  2
    11.057    16.632    33.353   2  2
    11.763    16.588    33.954   2  2
    12.012    15.868    33.001   2  2
    13.110    15.503    33.281   2  2
    13.022    14.755    33.252   2  2
    13.612    15.101    32.978   2  2
    13.516    14.396    32.985   2  2
    14.017    14.459    33.429   2  2
    13.941    14.115    34.063   2  2
    17.380    11.475    33.425   2  2
    17.371    10.762    33.424   2  2
    22.539     6.658    34.076   2  2
    22.535     5.958    34.078   2  2
    24.269     5.470    33.425   2  2
    24.173     4.891    34.086   2  2
    24.177    80.636    34.084   2  2
     8.363    21.081    33.838   2  2
     8.357    20.370    33.838   2  2
    12.766    16.613    33.462   2  2
    13.489    16.605    33.799   2  2
    14.191    15.173    33.346   2  2
    14.734    15.138    33.782   2  2
    14.605    14.366    33.819   2  2
    14.313    16.189    32.753   2  2
    15.231    14.710    33.619   2  2
    15.145    14.001    33.614   2  2
    17.390    12.184    33.427   2  2
    24.281     6.899    33.423   2  2
    24.275     6.185    33.424   2  2
    14.680    17.019    34.129   2  2
    15.104    16.869    33.310   2  2
    15.362    16.176    33.534   2  2
    15.320    15.453    33.590   2  2
    15.864    15.460    33.976   2  2
    15.798    14.745    33.997   2  2
    16.400    15.092    33.791   2  2
    16.305    14.358    33.821   2  2
    16.938    14.678    33.633   2  2
    17.469    14.300    33.402   2  2
    17.852    13.364    33.884   2  2
    17.855    12.666    33.873   2  2
    18.020    13.869    33.231   2  2
    24.286     7.611    33.423   2  2
    15.267    18.009    33.876   2  2
    15.235    17.305    33.901   2  2
    15.792    17.542    33.633   2  2
    16.463    15.846    33.787   2  2
    16.781    16.677    33.274   2  2
    16.625    16.017    33.160   2  2
    17.004    15.365    33.586   2  2
    17.741    15.656    33.390   2  2
    18.258    15.261    33.168   2  2
    18.102    14.576    33.261   2  2
    19.000    13.960    34.086   2  2
    24.771     8.796    33.867   2  2
    24.770     8.094    33.868   2  2
     8.955    24.928    33.629   2  2
    15.289    19.408    33.873   2  2
    15.281    18.708    33.874   2  2
    15.848    18.965    33.637   2  2
    15.832    18.253    33.635   2  2
    16.404    17.314    34.033   2  2
    16.955    16.978    33.929   2  2
    18.382    15.931    33.162   2  2
    19.362    14.879    33.349   2  2
    19.663    14.111    33.840   2  2
    20.435    14.422    33.643   2  2
    20.761    13.789    34.049   2  2
    24.776    10.205    33.864   2  2
    24.773     9.500    33.866   2  2
     8.965    26.358    33.628   2  2
     8.960    25.644    33.628   2  2
    15.296    20.109    33.872   2  2
    16.386    19.435    34.078   2  2
    19.159    16.616    33.686   2  2
    20.059    15.550    33.862   2  2
    20.535    15.133    33.612   2  2
    21.101    15.153    34.001   2  2
    21.614    14.750    33.789   2  2
    21.514    14.041    33.818   2  2
    22.142    14.361    33.624   2  2
    22.054    13.667    33.625   2  2
    24.327    12.537    33.419   2  2
    24.320    11.842    33.417   2  2
    24.782    10.912    33.863   2  2
    32.359     5.468    33.630   2  2
     8.970    27.071    33.629   2  2
    16.382    20.840    34.080   2  2
    16.384    20.138    34.079   2  2
    20.862    16.518    33.784   2  2
    21.311    16.202    33.415   2  2
    21.715    15.471    33.780   2  2
    21.790    15.804    33.187   2  2
    22.242    15.074    33.598   2  2
    22.802    15.083    33.992   2  2
    22.708    14.374    34.011   2  2
    23.319    14.700    33.791   2  2
    23.214    13.979    33.829   2  2
    23.848    14.284    33.660   2  2
    23.768    13.600    33.627   2  2
    24.340    13.234    33.442   2  2
    32.370     6.901    33.630   2  2
    32.365     6.185    33.630   2  2
     4.500    33.184    33.399   2  2
     4.315    32.953    34.067   2  2
